latitude;longitude;elevacao;diff_elev;distancias;soma_elev;soma_dist;km_group;desnivel_positivo;desnivel_negativo
-22.421547;-44.919023;1873;0.6;1.82;946.4857143;18389.41;19;0.6;0
-22.421547;-44.919021;1873;0;0.21;946.4857143;18389.62;19;0;0
-22.421544;-44.919016;1873;0;0.61;946.4857143;18390.23;19;0;0
-22.421548;-44.919017;1873;0;0.46;946.4857143;18390.69;19;0;0
-22.421549;-44.919028;1873;0;1.14;946.4857143;18391.83;19;0;0
-22.421549;-44.919027;1873;0;0.1;946.4857143;18391.93;19;0;0
-22.42155;-44.919026;1873.4;0.4;0.15;946.8857143;18392.08;19;0.4;0
-22.421546;-44.919023;1873.6;0.2;0.54;947.0857143;18392.62;19;0.2;0
-22.421548;-44.919031;1873.6;0;0.85;947.0857143;18393.47;19;0;0
-22.421548;-44.919032;1873.6;0;0.1;947.0857143;18393.57;19;0;0
-22.421542;-44.919038;1873.6;0;0.91;947.0857143;18394.48;19;0;0
-22.421543;-44.919044;1873.6;0;0.63;947.0857143;18395.11;19;0;0
-22.421538;-44.919071;1873.6;0;2.83;947.0857143;18397.94;19;0;0
-22.421534;-44.919098;1873.6;0;2.81;947.0857143;18400.75;19;0;0
-22.421531;-44.919104;1873.6;0;0.7;947.0857143;18401.45;19;0;0
-22.421535;-44.919111;1873.6;0;0.85;947.0857143;18402.3;19;0;0
-22.42154;-44.919124;1873.6;0;1.45;947.0857143;18403.75;19;0;0
-22.42154;-44.919123;1873.6;0;0.1;947.0857143;18403.85;19;0;0
-22.421534;-44.919127;1873.6;0;0.78;947.0857143;18404.63;19;0;0
-22.421532;-44.919117;1873.4;-0.2;1.05;946.8857143;18405.68;19;0;-0.2
-22.421532;-44.919115;1873.6;0.2;0.21;947.0857143;18405.89;19;0.2;0
-22.421521;-44.919094;1873.2;-0.4;2.48;946.6857143;18408.37;19;0;-0.4
-22.42152;-44.919089;1873;-0.2;0.53;946.4857143;18408.9;19;0;-0.2
-22.421518;-44.919096;1872.4;-0.6;0.75;945.8857143;18409.65;19;0;-0.6
-22.421532;-44.919075;1872.6;0.2;2.66;946.0857143;18412.31;19;0.2;0
-22.421546;-44.91904;1872.6;0;3.92;946.0857143;18416.23;19;0;0
-22.421549;-44.91903;1872.8;0.2;1.08;946.2857143;18417.31;19;0.2;0
-22.421551;-44.919023;1873;0.2;0.75;946.4857143;18418.06;19;0.2;0
-22.421555;-44.919007;1873.4;0.4;1.7;946.8857143;18419.76;19;0.4;0
-22.421555;-44.918999;1875.8;2.4;0.82;949.2857143;18420.58;19;2.4;0
-22.421563;-44.918989;1873.8;-2;1.36;947.2857143;18421.94;19;0;-2
-22.421554;-44.918999;1874.4;0.6;1.43;947.8857143;18423.37;19;0.6;0
-22.421552;-44.918995;1875;0.6;0.47;948.4857143;18423.84;19;0.6;0
-22.421547;-44.918998;1875.6;0.6;0.64;949.0857143;18424.48;19;0.6;0
-22.42155;-44.918991;1876.6;1;0.79;950.0857143;18425.27;19;1;0
-22.421552;-44.918988;1876.8;0.2;0.38;950.2857143;18425.65;19;0.2;0
-22.421553;-44.918997;1877.8;1;0.93;951.2857143;18426.58;19;1;0
-22.421559;-44.919002;1878.6;0.8;0.84;952.0857143;18427.42;19;0.8;0
-22.421565;-44.919003;1879;0.4;0.68;952.4857143;18428.1;19;0.4;0
-22.421578;-44.919006;1879.6;0.6;1.48;953.0857143;18429.58;19;0.6;0
-22.4216;-44.91899;1880;0.4;2.95;953.4857143;18432.53;19;0.4;0
-22.421618;-44.918987;1880.6;0.6;2.03;954.0857143;18434.56;19;0.6;0
-22.421608;-44.918991;1881.2;0.6;1.19;954.6857143;18435.75;19;0.6;0
-22.421607;-44.918986;1881.2;0;0.53;954.6857143;18436.28;19;0;0
-22.42161;-44.918981;1881.6;0.4;0.61;955.0857143;18436.89;19;0.4;0
-22.421601;-44.918961;1881.4;-0.2;2.29;954.8857143;18439.18;19;0;-0.2
-22.421596;-44.918943;1882.4;1;1.93;955.8857143;18441.11;19;1;0
-22.421626;-44.918927;1883.4;1;3.72;956.8857143;18444.83;19;1;0
-22.421656;-44.918912;1884.4;1;3.67;957.8857143;18448.5;19;1;0
-22.421659;-44.918911;1884.6;0.2;0.35;958.0857143;18448.85;19;0.2;0
-22.421697;-44.918879;1885.4;0.8;5.35;958.8857143;18454.2;19;0.8;0
-22.421697;-44.918885;1885.8;0.4;0.62;959.2857143;18454.82;19;0.4;0
-22.421711;-44.918876;1886.6;0.8;1.81;960.0857143;18456.63;19;0.8;0
-22.421713;-44.918856;1887.6;1;2.07;961.0857143;18458.7;19;1;0
-22.421715;-44.918855;1887.6;0;0.24;961.0857143;18458.94;19;0;0
-22.421721;-44.918848;1887.8;0.2;0.98;961.2857143;18459.92;19;0.2;0
-22.421728;-44.91883;1888.8;1;2.01;962.2857143;18461.93;19;1;0
-22.421736;-44.918827;1889;0.2;0.94;962.4857143;18462.87;19;0.2;0
-22.421766;-44.918827;1889.8;0.8;3.34;963.2857143;18466.21;19;0.8;0
-22.421791;-44.918815;1890.8;1;3.04;964.2857143;18469.25;19;1;0
-22.421794;-44.918818;1891;0.2;0.45;964.4857143;18469.7;19;0.2;0
-22.421814;-44.918804;1891.4;0.4;2.65;964.8857143;18472.35;19;0.4;0
-22.421818;-44.918798;1892.2;0.8;0.76;965.6857143;18473.11;19;0.8;0
-22.421829;-44.918798;1893.2;1;1.22;966.6857143;18474.33;19;1;0
-22.421838;-44.918799;1893.6;0.4;1.01;967.0857143;18475.34;19;0.4;0
-22.42185;-44.918802;1893.6;0;1.37;967.0857143;18476.71;19;0;0
-22.421858;-44.918801;1894.6;1;0.9;968.0857143;18477.61;19;1;0
-22.421864;-44.918794;1895.6;1;0.98;969.0857143;18478.59;19;1;0
-22.421869;-44.918774;1896.8;1.2;2.13;970.2857143;18480.72;19;1.2;0
-22.421872;-44.918772;1896.8;0;0.39;970.2857143;18481.11;19;0;0
-22.421906;-44.918744;1897.8;1;4.75;971.2857143;18485.86;19;1;0
-22.421915;-44.918721;1898.4;0.6;2.57;971.8857143;18488.43;19;0.6;0
-22.421928;-44.918682;1899;0.6;4.26;972.4857143;18492.69;19;0.6;0
-22.421941;-44.91868;1900.2;1.2;1.46;973.6857143;18494.15;19;1.2;0
-22.421949;-44.918697;1900.6;0.4;1.96;974.0857143;18496.11;19;0.4;0
-22.421952;-44.918702;1901.2;0.6;0.61;974.6857143;18496.72;19;0.6;0
-22.421955;-44.918724;1902.2;1;2.29;975.6857143;18499.01;19;1;0
-22.421953;-44.918733;1902.4;0.2;0.95;975.8857143;18499.96;19;0.2;0
-22.421956;-44.918716;1903.4;1;1.78;976.8857143;18501.74;19;1;0
-22.421963;-44.918714;1904;0.6;0.81;977.4857143;18502.55;19;0.6;0
-22.421966;-44.91871;1904.6;0.6;0.53;978.0857143;18503.08;19;0.6;0
-22.421993;-44.918692;1905.8;1.2;3.53;979.2857143;18506.61;19;1.2;0
-22.422002;-44.918687;1906.4;0.6;1.13;979.8857143;18507.74;19;0.6;0
-22.422001;-44.918682;1906.8;0.4;0.53;980.2857143;18508.27;19;0.4;0
-22.422017;-44.918649;1907.8;1;3.83;981.2857143;18512.1;19;1;0
-22.42202;-44.918648;1907.8;0;0.35;981.2857143;18512.45;19;0;0
-22.422037;-44.918627;1908.4;0.6;2.87;981.8857143;18515.32;19;0.6;0
-22.422042;-44.91863;1908.8;0.4;0.64;982.2857143;18515.96;19;0.4;0
-22.422055;-44.918621;1910;1.2;1.72;983.4857143;18517.68;19;1.2;0
-22.422071;-44.918604;1911;1;2.49;984.4857143;18520.17;19;1;0
-22.422081;-44.918597;1912.2;1.2;1.32;985.6857143;18521.49;19;1.2;0
-22.422085;-44.918604;1912.6;0.4;0.85;986.0857143;18522.34;19;0.4;0
-22.422098;-44.918621;1913.2;0.6;2.27;986.6857143;18524.61;19;0.6;0
-22.422086;-44.918621;1913.8;0.6;1.33;987.2857143;18525.94;19;0.6;0
-22.422086;-44.918601;1914.4;0.6;2.06;987.8857143;18528;19;0.6;0
-22.422099;-44.918597;1915.2;0.8;1.5;988.6857143;18529.5;19;0.8;0
-22.422104;-44.918595;1915.4;0.2;0.59;988.8857143;18530.09;19;0.2;0
-22.422134;-44.918571;1916.4;1;4.15;989.8857143;18534.24;19;1;0
-22.422136;-44.918569;1916.4;0;0.3;989.8857143;18534.54;19;0;0
-22.422153;-44.918549;1917.6;1.2;2.79;991.0857143;18537.33;19;1.2;0
-22.422172;-44.918547;1918.6;1;2.12;992.0857143;18539.45;19;1;0
-22.422173;-44.918549;1919;0.4;0.23;992.4857143;18539.68;19;0.4;0
-22.422208;-44.918529;1919.6;0.6;4.4;993.0857143;18544.08;19;0.6;0
-22.422221;-44.91851;1920.4;0.8;2.43;993.8857143;18546.51;19;0.8;0
-22.422226;-44.918508;1920.8;0.4;0.59;994.2857143;18547.1;19;0.4;0
-22.422237;-44.91849;1921.8;1;2.22;995.2857143;18549.32;19;1;0
-22.422243;-44.918485;1922.4;0.6;0.84;995.8857143;18550.16;19;0.6;0
-22.422259;-44.918481;1923;0.6;1.83;996.4857143;18551.99;19;0.6;0
-22.422264;-44.918479;1924;1;0.59;997.4857143;18552.58;19;1;0
-22.422271;-44.918462;1925.2;1.2;1.91;998.6857143;18554.49;19;1.2;0
-22.422269;-44.918456;1926.2;1;0.66;999.6857143;18555.15;19;1;0
-22.422295;-44.918447;1926.8;0.6;3.04;1000.285714;18558.19;19;0.6;0
-22.422296;-44.91844;1927.2;0.4;0.73;1000.685714;18558.92;19;0.4;0
-22.422314;-44.918437;1928;0.8;2.03;1001.485714;18560.95;19;0.8;0
-22.422317;-44.918436;1928.4;0.4;0.35;1001.885714;18561.3;19;0.4;0
-22.422333;-44.918425;1929.4;1;2.11;1002.885714;18563.41;19;1;0
-22.422339;-44.918423;1929.6;0.2;0.7;1003.085714;18564.11;19;0.2;0
-22.422345;-44.918416;1930.4;0.8;0.98;1003.885714;18565.09;19;0.8;0
-22.422349;-44.918397;1931;0.6;2;1004.485714;18567.09;19;0.6;0
-22.422361;-44.918384;1931.6;0.6;1.89;1005.085714;18568.98;19;0.6;0
-22.422372;-44.918374;1932.6;1;1.6;1006.085714;18570.58;19;1;0
-22.422373;-44.918373;1932.8;0.2;0.15;1006.285714;18570.73;19;0.2;0
-22.422383;-44.918373;1932.8;0;1.11;1006.285714;18571.84;19;0;0
-22.422385;-44.918362;1933.2;0.4;1.15;1006.685714;18572.99;19;0.4;0
-22.422394;-44.918353;1933.6;0.4;1.36;1007.085714;18574.35;19;0.4;0
-22.422402;-44.918326;1934.4;0.8;2.91;1007.885714;18577.26;19;0.8;0
-22.422403;-44.918322;1934.8;0.4;0.43;1008.285714;18577.69;19;0.4;0
-22.422406;-44.918318;1934.8;0;0.53;1008.285714;18578.22;19;0;0
-22.422412;-44.918312;1935.4;0.6;0.91;1008.885714;18579.13;19;0.6;0
-22.422414;-44.918307;1936;0.6;0.56;1009.485714;18579.69;19;0.6;0
-22.422415;-44.918314;1936.2;0.2;0.73;1009.685714;18580.42;19;0.2;0
-22.422409;-44.918289;1937;0.8;2.65;1010.485714;18583.07;19;0.8;0
-22.422409;-44.918288;1937.2;0.2;0.1;1010.685714;18583.17;19;0.2;0
-22.422399;-44.918269;1938;0.8;2.25;1011.485714;18585.42;19;0.8;0
-22.422392;-44.918264;1939;1;0.93;1012.485714;18586.35;19;1;0
-22.422392;-44.918269;1939.2;0.2;0.51;1012.685714;18586.86;19;0.2;0
-22.42238;-44.918268;1939.8;0.6;1.34;1013.285714;18588.2;19;0.6;0
-22.422382;-44.918267;1940.4;0.6;0.24;1013.885714;18588.44;19;0.6;0
-22.422386;-44.918262;1941.2;0.8;0.68;1014.685714;18589.12;19;0.8;0
-22.422387;-44.918257;1941.4;0.2;0.53;1014.885714;18589.65;19;0.2;0
-22.422396;-44.918254;1942.4;1;1.05;1015.885714;18590.7;19;1;0
-22.422397;-44.918255;1942.6;0.2;0.15;1016.085714;18590.85;19;0.2;0
-22.422409;-44.91825;1943.4;0.8;1.43;1016.885714;18592.28;19;0.8;0
-22.422412;-44.918247;1944;0.6;0.45;1017.485714;18592.73;19;0.6;0
-22.422428;-44.918242;1945.2;1.2;1.85;1018.685714;18594.58;19;1.2;0
-22.422439;-44.918233;1946;0.8;1.53;1019.485714;18596.11;19;0.8;0
-22.42244;-44.918232;1946;0;0.15;1019.485714;18596.26;19;0;0
-22.42245;-44.918222;1946.4;0.4;1.51;1019.885714;18597.77;19;0.4;0
-22.422462;-44.918214;1947.4;1;1.57;1020.885714;18599.34;19;1;0
-22.422471;-44.91821;1947.8;0.4;1.08;1021.285714;18600.42;19;0.4;0
-22.422504;-44.918215;1948;0.2;3.71;1021.485714;18604.13;19;0.2;0
-22.422517;-44.918221;1948.6;0.6;1.57;1022.085714;18605.7;19;0.6;0
-22.42253;-44.918228;1949.6;1;1.61;1023.085714;18607.31;19;1;0
-22.422533;-44.918231;1949.6;0;0.45;1023.085714;18607.76;19;0;0
-22.422534;-44.918246;1949.4;-0.2;1.55;1022.885714;18609.31;19;0;-0.2
-22.422557;-44.918259;1949.8;0.4;2.89;1023.285714;18612.2;19;0.4;0
-22.422578;-44.91825;1950.6;0.8;2.51;1024.085714;18614.71;19;0.8;0
-22.422584;-44.918247;1951.2;0.6;0.73;1024.685714;18615.44;19;0.6;0
-22.422587;-44.918246;1951.8;0.6;0.35;1025.285714;18615.79;19;0.6;0
-22.422591;-44.918243;1952.2;0.4;0.54;1025.685714;18616.33;19;0.4;0
-22.422591;-44.918226;1952.8;0.6;1.75;1026.285714;18618.08;19;0.6;0
-22.422588;-44.918216;1953.2;0.4;1.08;1026.685714;18619.16;19;0.4;0
-22.422601;-44.918185;1954;0.8;3.5;1027.485714;18622.66;19;0.8;0
-22.422607;-44.918166;1955;1;2.06;1028.485714;18624.72;19;1;0
-22.4226;-44.918133;1955.4;0.4;3.48;1028.885714;18628.2;19;0.4;0
-22.42259;-44.91812;1955.2;-0.2;1.74;1028.685714;18629.94;19;0;-0.2
-22.42258;-44.918106;1954.8;-0.4;1.82;1028.285714;18631.76;19;0;-0.4
-22.422577;-44.91809;1954.6;-0.2;1.68;1028.085714;18633.44;19;0;-0.2
-22.422575;-44.918068;1954.4;-0.2;2.27;1027.885714;18635.71;19;0;-0.2
-22.422582;-44.918057;1954.2;-0.2;1.37;1027.685714;18637.08;19;0;-0.2
-22.422585;-44.918054;1954;-0.2;0.45;1027.485714;18637.53;19;0;-0.2
-22.422587;-44.918054;1953.6;-0.4;0.22;1027.085714;18637.75;19;0;-0.4
-22.422586;-44.918055;1953.8;0.2;0.15;1027.285714;18637.9;19;0.2;0
-22.422585;-44.918064;1954;0.2;0.93;1027.485714;18638.83;19;0.2;0
-22.422587;-44.918063;1954.8;0.8;0.24;1028.285714;18639.07;19;0.8;0
-22.422585;-44.918066;1954;-0.8;0.38;1027.485714;18639.45;19;0;-0.8
-22.422578;-44.918068;1954.4;0.4;0.81;1027.885714;18640.26;19;0.4;0
-22.422572;-44.918047;1955.2;0.8;2.26;1028.685714;18642.52;19;0.8;0
-22.422571;-44.91804;1955.4;0.2;0.73;1028.885714;18643.25;19;0.2;0
-22.422555;-44.918011;1954.8;-0.6;3.47;1028.285714;18646.72;19;0;-0.6
-22.422549;-44.917998;1954.4;-0.4;1.49;1027.885714;18648.21;19;0;-0.4
-22.422531;-44.91799;1954;-0.4;2.16;1027.485714;18650.37;19;0;-0.4
-22.422514;-44.917972;1953.4;-0.6;2.65;1026.885714;18653.02;19;0;-0.6
-22.422511;-44.917962;1953;-0.4;1.08;1026.485714;18654.1;19;0;-0.4
-22.422511;-44.917958;1952.8;-0.2;0.41;1026.285714;18654.51;19;0;-0.2
-22.422504;-44.917939;1952;-0.8;2.1;1025.485714;18656.61;19;0;-0.8
-22.422487;-44.917902;1952.4;0.4;4.25;1025.885714;18660.86;19;0.4;0
-22.422484;-44.917884;1952.4;0;1.88;1025.885714;18662.74;19;0;0
-22.422478;-44.917859;1952.4;0;2.65;1025.885714;18665.39;19;0;0
-22.42247;-44.917816;1952;-0.4;4.51;1025.485714;18669.9;19;0;-0.4
-22.422465;-44.917795;1952;0;2.23;1025.485714;18672.13;19;0;0
-22.422464;-44.917781;1952.2;0.2;1.44;1025.685714;18673.57;19;0.2;0
-22.42246;-44.91777;1952.4;0.2;1.22;1025.885714;18674.79;19;0.2;0
-22.422463;-44.917743;1952.6;0.2;2.8;1026.085714;18677.59;19;0.2;0
-22.422472;-44.91773;1952.6;0;1.67;1026.085714;18679.26;19;0;0
-22.422505;-44.917694;1952.2;-0.4;5.21;1025.685714;18684.47;19;0;-0.4
-22.422509;-44.917686;1952.2;0;0.93;1025.685714;18685.4;19;0;0
-22.42252;-44.91766;1952.4;0.2;2.94;1025.885714;18688.34;19;0.2;0
-22.422522;-44.91765;1952.6;0.2;1.05;1026.085714;18689.39;19;0.2;0
-22.422533;-44.917632;1952.8;0.2;2.22;1026.285714;18691.61;19;0.2;0
-22.422534;-44.917626;1952.8;0;0.63;1026.285714;18692.24;19;0;0
-22.422536;-44.917616;1953.2;0.4;1.05;1026.685714;18693.29;19;0.4;0
-22.422537;-44.9176;1953.8;0.6;1.65;1027.285714;18694.94;19;0.6;0
-22.422547;-44.917581;1954.2;0.4;2.25;1027.685714;18697.19;19;0.4;0
-22.422551;-44.917581;1954.4;0.2;0.44;1027.885714;18697.63;19;0.2;0
-22.422555;-44.917579;1955;0.6;0.49;1028.485714;18698.12;19;0.6;0
-22.42257;-44.917577;1955.8;0.8;1.68;1029.285714;18699.8;19;0.8;0
-22.422575;-44.917581;1956;0.2;0.69;1029.485714;18700.49;19;0.2;0
-22.422574;-44.917581;1956.4;0.4;0.11;1029.885714;18700.6;19;0.4;0
-22.422579;-44.917586;1954.6;-1.8;0.76;1028.085714;18701.36;19;0;-1.8
-22.422582;-44.917575;1954.8;0.2;1.18;1028.285714;18702.54;19;0.2;0
-22.422584;-44.917577;1954.6;-0.2;0.3;1028.085714;18702.84;19;0;-0.2
-22.422582;-44.917576;1954.6;0;0.24;1028.085714;18703.08;19;0;0
-22.422583;-44.917577;1954.6;0;0.15;1028.085714;18703.23;19;0;0
-22.422572;-44.917581;1954.4;-0.2;1.29;1027.885714;18704.52;19;0;-0.2
-22.422559;-44.91758;1954;-0.4;1.45;1027.485714;18705.97;19;0;-0.4
-22.422555;-44.917577;1953.4;-0.6;0.54;1026.885714;18706.51;19;0;-0.6
-22.42255;-44.917571;1952.4;-1;0.83;1025.885714;18707.34;19;0;-1
-22.422547;-44.917564;1952;-0.4;0.79;1025.485714;18708.13;19;0;-0.4
-22.422548;-44.917544;1952.2;0.2;2.06;1025.685714;18710.19;19;0.2;0
-22.422553;-44.917524;1953.6;1.4;2.13;1027.085714;18712.32;19;1.4;0
-22.422555;-44.917517;1954.4;0.8;0.75;1027.885714;18713.07;19;0.8;0
-22.42255;-44.917499;1954.8;0.4;1.93;1028.285714;18715;19;0.4;0
-22.422539;-44.917473;1955.8;1;2.94;1029.285714;18717.94;19;1;0
-22.422534;-44.917465;1956.2;0.4;0.99;1029.685714;18718.93;19;0.4;0
-22.422543;-44.917414;1957;0.8;5.34;1030.485714;18724.27;19;0.8;0
-22.422551;-44.917396;1957;0;2.05;1030.485714;18726.32;19;0;0
-22.422553;-44.917381;1957.4;0.4;1.56;1030.885714;18727.88;19;0.4;0
-22.422556;-44.917354;1957.6;0.2;2.8;1031.085714;18730.68;19;0.2;0
-22.422559;-44.917348;1958;0.4;0.7;1031.485714;18731.38;19;0.4;0
-22.422558;-44.917336;1958.4;0.4;1.24;1031.885714;18732.62;19;0.4;0
-22.422557;-44.91732;1958.8;0.4;1.65;1032.285714;18734.27;19;0.4;0
-22.422561;-44.917312;1959;0.2;0.93;1032.485714;18735.2;19;0.2;0
-22.422548;-44.917278;1960;1;3.78;1033.485714;18738.98;19;1;0
-22.422545;-44.917277;1960.2;0.2;0.35;1033.685714;18739.33;19;0.2;0
-22.422547;-44.917232;1961.2;1;4.63;1034.685714;18743.96;19;1;0
-22.42255;-44.917225;1961.6;0.4;0.79;1035.085714;18744.75;19;0.4;0
-22.42255;-44.917212;1962.2;0.6;1.34;1035.685714;18746.09;19;0.6;0
-22.422553;-44.917197;1963.4;1.2;1.58;1036.885714;18747.67;19;1.2;0
-22.422554;-44.917195;1963.6;0.2;0.23;1037.085714;18747.9;19;0.2;0
-22.422558;-44.917176;1964.6;1;2;1038.085714;18749.9;19;1;0
-22.422565;-44.91717;1965;0.4;0.99;1038.485714;18750.89;19;0.4;0
-22.422571;-44.917165;1965.8;0.8;0.84;1039.285714;18751.73;19;0.8;0
-22.422585;-44.917157;1966;0.2;1.76;1039.485714;18753.49;19;0.2;0
-22.42258;-44.917156;1966.2;0.2;0.57;1039.685714;18754.06;19;0.2;0
-22.422579;-44.917146;1966.2;0;1.03;1039.685714;18755.09;19;0;0
-22.422576;-44.917129;1966.8;0.6;1.78;1040.285714;18756.87;19;0.6;0
-22.422577;-44.917127;1967;0.2;0.23;1040.485714;18757.1;19;0.2;0
-22.42258;-44.9171;1968;1;2.8;1041.485714;18759.9;19;1;0
-22.422582;-44.917097;1968.2;0.2;0.38;1041.685714;18760.28;19;0.2;0
-22.422583;-44.917094;1968.6;0.4;0.33;1042.085714;18760.61;19;0.4;0
-22.422576;-44.917051;1969.2;0.6;4.49;1042.685714;18765.1;19;0.6;0
-22.422573;-44.91705;1969.2;0;0.35;1042.685714;18765.45;19;0;0
-22.422568;-44.917043;1970.2;1;0.91;1043.685714;18766.36;19;1;0
-22.422572;-44.917024;1970.6;0.4;2;1044.085714;18768.36;19;0.4;0
-22.422566;-44.917001;1971;0.4;2.46;1044.485714;18770.82;19;0.4;0
-22.422561;-44.916993;1971.6;0.6;0.99;1045.085714;18771.81;19;0.6;0
-22.422548;-44.916972;1972.6;1;2.6;1046.085714;18774.41;19;1;0
-22.422546;-44.916969;1972.6;0;0.38;1046.085714;18774.79;19;0;0
-22.422542;-44.916942;1973.6;1;2.81;1047.085714;18777.6;19;1;0
-22.42252;-44.916923;1974.6;1;3.13;1048.085714;18780.73;19;1;0
-22.42252;-44.916921;1974.8;0.2;0.21;1048.285714;18780.94;19;0.2;0
-22.422509;-44.916908;1975.4;0.6;1.81;1048.885714;18782.75;19;0.6;0
-22.422505;-44.916892;1975.8;0.4;1.7;1049.285714;18784.45;19;0.4;0
-22.422501;-44.916875;1977;1.2;1.8;1050.485714;18786.25;19;1.2;0
-22.422495;-44.916865;1977.6;0.6;1.23;1051.085714;18787.48;19;0.6;0
-22.422496;-44.91686;1977.8;0.2;0.53;1051.285714;18788.01;19;0.2;0
-22.422495;-44.916858;1978;0.2;0.23;1051.485714;18788.24;19;0.2;0
-22.422483;-44.916836;1978.2;0.2;2.63;1051.685714;18790.87;19;0.2;0
-22.422482;-44.916797;1979;0.8;4.01;1052.485714;18794.88;19;0.8;0
-22.422485;-44.916782;1979.8;0.8;1.58;1053.285714;18796.46;19;0.8;0
-22.422487;-44.916776;1980.4;0.6;0.66;1053.885714;18797.12;19;0.6;0
-22.422489;-44.916769;1981.4;1;0.75;1054.885714;18797.87;19;1;0
-22.422486;-44.916767;1981.6;0.2;0.39;1055.085714;18798.26;19;0.2;0
-22.422475;-44.916732;1982.6;1;3.8;1056.085714;18802.06;19;1;0
-22.422466;-44.916708;1983.6;1;2.66;1057.085714;18804.72;19;1;0
-22.422463;-44.916705;1983.6;0;0.45;1057.085714;18805.17;19;0;0
-22.422452;-44.916658;1984.2;0.6;4.98;1057.685714;18810.15;19;0.6;0
-22.422444;-44.916644;1984.2;0;1.69;1057.685714;18811.84;19;0;0
-22.42244;-44.916643;1984.4;0.2;0.46;1057.885714;18812.3;19;0.2;0
-22.422426;-44.916624;1984.8;0.4;2.5;1058.285714;18814.8;19;0.4;0
-22.422424;-44.916602;1985.6;0.8;2.27;1059.085714;18817.07;19;0.8;0
-22.422414;-44.916566;1985.2;-0.4;3.86;1058.685714;18820.93;19;0;-0.4
-22.422412;-44.916558;1985.2;0;0.85;1058.685714;18821.78;19;0;0
-22.422417;-44.91655;1985.8;0.6;0.99;1059.285714;18822.77;19;0.6;0
-22.422425;-44.916548;1987;1.2;0.91;1060.485714;18823.68;19;1.2;0
-22.422425;-44.916543;1987.4;0.4;0.51;1060.885714;18824.19;19;0.4;0
-22.422421;-44.916542;1988;0.6;0.46;1061.485714;18824.65;19;0.6;0
-22.422432;-44.916528;1988.4;0.4;1.89;1061.885714;18826.54;19;0.4;0
-22.422436;-44.916522;1989;0.6;0.76;1062.485714;18827.3;19;0.6;0
-22.422445;-44.916498;1990;1;2.66;1063.485714;18829.96;19;1;0
-22.422434;-44.916465;1990.6;0.6;3.61;1064.085714;18833.57;19;0.6;0
-22.422441;-44.91645;1990.8;0.2;1.73;1064.285714;18835.3;19;0.2;0
-22.422437;-44.916432;1991;0.2;1.9;1064.485714;18837.2;19;0.2;0
-22.422434;-44.916441;1991.4;0.4;0.98;1064.885714;18838.18;19;0.4;0
-22.422429;-44.916456;1990.6;-0.8;1.64;1064.085714;18839.82;19;0;-0.8
-22.422422;-44.916452;1990;-0.6;0.88;1063.485714;18840.7;19;0;-0.6
-22.422411;-44.916437;1990.8;0.8;1.97;1064.285714;18842.67;19;0.8;0
-22.422409;-44.916433;1991.4;0.6;0.47;1064.885714;18843.14;19;0.6;0
-22.422407;-44.916415;1992.4;1;1.86;1065.885714;18845;19;1;0
-22.422399;-44.916389;1993.6;1.2;2.82;1067.085714;18847.82;19;1.2;0
-22.422413;-44.91636;1994.4;0.8;3.36;1067.885714;18851.18;19;0.8;0
-22.422418;-44.916352;1994.8;0.4;0.99;1068.285714;18852.17;19;0.4;0
-22.42245;-44.916304;1996;1.2;6.08;1069.485714;18858.25;19;1.2;0
-22.422463;-44.91629;1996.8;0.8;2.04;1070.285714;18860.29;19;0.8;0
-22.422471;-44.916287;1997.2;0.4;0.94;1070.685714;18861.23;19;0.4;0
-22.422492;-44.91629;1997.8;0.6;2.36;1071.285714;18863.59;19;0.6;0
-22.422494;-44.916289;1998.2;0.4;0.24;1071.685714;18863.83;19;0.4;0
-22.422487;-44.916279;1998.2;0;1.29;1071.685714;18865.12;19;0;0
-22.422484;-44.916258;1999.2;1;2.18;1072.685714;18867.3;19;1;0
-22.422482;-44.916253;1999.6;0.4;0.56;1073.085714;18867.86;19;0.4;0
-22.422482;-44.916245;2000.4;0.8;0.82;1073.885714;18868.68;19;0.8;0
-22.422483;-44.916237;2001.6;1.2;0.83;1075.085714;18869.51;19;1.2;0
-22.422484;-44.916232;2002;0.4;0.53;1075.485714;18870.04;19;0.4;0
-22.422486;-44.916211;2002.6;0.6;2.17;1076.085714;18872.21;19;0.6;0
-22.422486;-44.916209;2003.4;0.8;0.21;1076.885714;18872.42;19;0.8;0
-22.422485;-44.916209;2003.8;0.4;0.11;1077.285714;18872.53;19;0.4;0
-22.422481;-44.916178;2004;0.2;3.22;1077.485714;18875.75;19;0.2;0
-22.422481;-44.916176;2004;0;0.21;1077.485714;18875.96;19;0;0
-22.422488;-44.916171;2004;0;0.93;1077.485714;18876.89;19;0;0
-22.422488;-44.916162;2004;0;0.93;1077.485714;18877.82;19;0;0
-22.422484;-44.916159;2004.2;0.2;0.54;1077.685714;18878.36;19;0.2;0
-22.422487;-44.916151;2004.8;0.6;0.89;1078.285714;18879.25;19;0.6;0
-22.422487;-44.916138;2005.4;0.6;1.34;1078.885714;18880.59;19;0.6;0
-22.42248;-44.916142;2005.2;-0.2;0.88;1078.685714;18881.47;19;0;-0.2
-22.422477;-44.916135;2005.6;0.4;0.79;1079.085714;18882.26;19;0.4;0
