;latitude;longitude;elevacao;diff_elev;distancias;soma_elev;soma_dist;km_group;desnivel_positivo;desnivel_negativo
257;-22,3898459;-44,9624453;922,0;0,0;3,03;0,0;916,9899999999994;1;0,0;0,0
258;-22,3898195;-44,9624383;922,0;0,0;3,02;0,0;920,0099999999994;1;0,0;0,0
259;-22,3897944;-44,9624286;922,0;0,0;2,96;0,0;922,9699999999995;1;0,0;0,0
260;-22,3897693;-44,9624192;922,0;0,0;2,95;0,0;925,9199999999995;1;0,0;0,0
261;-22,3897455;-44,9624067;922,0;0,0;2,94;0,0;928,8599999999996;1;0,0;0,0
262;-22,3897217;-44,9623943;922,0;0,0;2,94;0,0;931,7999999999996;1;0,0;0,0
263;-22,3896992;-44,9623774;922,0;0,0;3,05;0,0;934,8499999999996;1;0,0;0,0
264;-22,3896768;-44,9623605;922,0;0,0;3,04;0,0;937,8899999999995;1;0,0;0,0
265;-22,3896561;-44,9623392;922,0;0,0;3,18;0,0;941,0699999999995;1;0,0;0,0
266;-22,3896354;-44,9623179;922,0;0,0;3,18;0,0;944,2499999999994;1;0,0;0,0
267;-22,3896175;-44,9622934;923,0;1,0;3,21;1,0;947,4599999999995;1;1,0;0,0
268;-22,3895997;-44,9622689;923,0;0,0;3,2;1,0;950,6599999999995;1;0,0;0,0
269;-22,3895847;-44,9622425;923,0;0,0;3,19;1,0;953,8499999999996;1;0,0;0,0
270;-22,3895698;-44,9622161;923,0;0,0;3,18;1,0;957,0299999999995;1;0,0;0,0
271;-22,3895564;-44,9621888;923,0;0,0;3,18;1,0;960,2099999999995;1;0,0;0,0
272;-22,389543;-44,9621615;923,0;0,0;3,18;1,0;963,3899999999994;1;0,0;0,0
273;-22,3895311;-44,9621345;923,0;0,0;3,08;1,0;966,4699999999995;1;0,0;0,0
